-1.99741	-1.99941	-0.00963134
-1.99028	-1.90949	0.00258332
-1.98888	-1.82065	0.000152539
-1.99156	-1.71083	-0.00443963
-1.99232	-1.62147	-0.0123218
-1.98745	-1.52367	-0.0152292
-1.98957	-1.43069	-0.00651927
-1.99439	-1.32758	-0.0061339
-1.99417	-1.21702	-0.00757445
-1.99108	-1.12635	-0.00916171
-1.99543	-1.02321	-0.00461509
-1.99294	-0.911165	-0.00717819
-1.98373	-0.81091	-0.033445
-1.98682	-0.725393	-0.0205771
-1.99025	-0.612743	-0.00425814
-1.99585	-0.518893	-0.000219381
-1.98876	-0.405078	0.0101784
-1.99254	-0.320678	0.00607154
-1.99207	-0.225768	0.0457194
-1.98546	-0.118834	0.0766351
-1.98813	-0.028239	0.0595856
-1.99185	0.0858938	0.0678121
-1.99254	0.179893	0.0577517
-1.98755	0.286737	0.0620571
-1.99237	0.375763	0.0144406
-1.98647	0.476668	-0.00409669
-1.98995	0.554692	-0.00992859
-1.99295	0.642993	0.000695911
-1.99315	0.761312	-0.00665836
-1.9902	0.87684	0.00560431
-1.99149	0.979936	-0.00109911
-1.99176	1.07975	-0.00854052
-1.99347	1.16535	0.000537442
-1.99298	1.26239	0.0114042
-1.99192	1.37361	-0.00229266
-1.99571	1.48277	-0.0031134
-1.99887	1.58963	-0.000531844
-1.99281	1.69481	-0.0100797
-1.98556	1.78178	0.00600011
-1.98154	1.88818	0.000845977

-1.90473	-1.98967	-0.0222801
-1.90794	-1.91799	0.0128683
-1.90873	-1.85332	0.0131316
-1.913	-1.74038	0.00722721
-1.91293	-1.66332	-0.00488088
-1.91597	-1.5654	-0.00544274
-1.91883	-1.4531	-0.00972865
-1.91865	-1.34845	-0.0149518
-1.91467	-1.23035	-0.0103419
-1.91364	-1.13487	-0.0245676
-1.9107	-1.05625	-0.0157008
-1.90901	-0.958473	-0.0189118
-1.90787	-0.859585	-0.0209161
-1.89548	-0.745154	0.0409259
-1.89942	-0.640682	0.068413
-1.90747	-0.558512	0.0521946
-1.91374	-0.454169	0.104108
-1.92322	-0.360119	0.125051
-1.92416	-0.266697	0.144813
-1.9306	-0.151754	0.174578
-1.91212	-0.0511959	0.184108
-1.91448	0.0597466	0.138234
-1.92485	0.161235	0.173303
-1.91914	0.248147	0.234288
-1.9188	0.322804	0.181094
-1.9254	0.44582	0.0905775
-1.93391	0.538497	0.0225381
-1.92799	0.635418	0.00841626
-1.92272	0.729574	-0.0099682
-1.91734	0.823465	-0.00835895
-1.91941	0.958499	-0.0176273
-1.92117	1.05023	-0.0167424
-1.93233	1.1388	0.00268379
-1.92805	1.23753	0.0102372
-1.91648	1.34488	-0.0109876
-1.91277	1.43227	-0.00265946
-1.90699	1.53164	-0.00251739
-1.9193	1.66008	0.000349237
-1.91857	1.74743	0.0022283
-1.92489	1.86202	0.00248152

-1.81093	-1.98603	-0.00224698
-1.83788	-1.91771	0.0120423
-1.83678	-1.84393	0.0106192
-1.8469	-1.75521	-0.00662466
-1.85826	-1.66235	-0.00358314
-1.85407	-1.57833	-0.00713365
-1.85022	-1.46008	-0.0224687
-1.84381	-1.35935	-0.0211561
-1.83776	-1.25187	-0.00644659
-1.84449	-1.14747	0.0153525
-1.85475	-1.08143	0.0112756
-1.85714	-0.976264	0.00223053
-1.8461	-0.889136	0.00443501
-1.84049	-0.79389	0.0746721
-1.8374	-0.687875	0.135343
-1.84825	-0.580181	0.145329
-1.84726	-0.473913	0.215943
-1.86092	-0.375651	0.220228
-1.85142	-0.277869	0.277841
-1.85866	-0.178382	0.325054
-1.84621	-0.0890906	0.337368
-1.83399	0.0176833	0.311921
-1.85489	0.138791	0.276918
-1.87531	0.235332	0.278051
-1.86037	0.321739	0.268745
-1.8565	0.431064	0.232684
-1.85441	0.518572	0.2068
-1.84691	0.613215	0.191225
-1.86018	0.711018	0.112738
-1.85133	0.808869	0.0376998
-1.84964	0.929543	-0.0052378
-1.84772	1.01567	-0.0154819
-1.84433	1.1202	0.00172899
-1.84885	1.22226	-0.00775539
-1.8474	1.31913	-0.00568502
-1.8436	1.41996	-0.00401438
-1.84075	1.50062	-0.00350249
-1.84998	1.60112	0.00160705
-1.85202	1.70297	-0.00704602
-1.83491	1.89276	-0.00312038

-1.71522	-1.98696	-0.00641024
-1.73159	-1.93164	-0.0123509
-1.73931	-1.84858	0.00895983
-1.75467	-1.77067	0.0231378
-1.77717	-1.67716	0.00404148
-1.767	-1.57411	-0.00544185
-1.77417	-1.47748	-0.0094813
-1.76895	-1.3697	-0.012635
-1.75391	-1.26473	-0.00890961
-1.77794	-1.15058	0.0121931
-1.76595	-1.06948	0.00829586
-1.77128	-0.969982	0.06517
-1.78485	-0.882327	0.0632689
-1.78286	-0.78409	0.123457
-1.77338	-0.681489	0.197811
-1.76433	-0.579192	0.26657
-1.76042	-0.485226	0.353807
-1.76952	-0.394465	0.390986
-1.77275	-0.300337	0.389527
