-2	-2	0
-1.99651	-1.90096	0.00178879
-1.99011	-1.80535	0.00366943
-1.98827	-1.70928	0.000321911
-1.98614	-1.61893	-0.00513573
-1.98442	-1.52392	-0.00649762
-1.99157	-1.43106	-0.00328913
-1.99313	-1.31889	0.00766402
-1.99363	-1.22377	0.000928016
-1.98994	-1.1234	-0.00156894
-1.98195	-1.02109	-0.00608882
-1.98895	-0.941974	-0.00373236
-1.98837	-0.821356	0.00225677
-1.99238	-0.723938	0.00772356
-1.99565	-0.619895	0.00374507
-1.9911	-0.520311	0.011493
-1.98677	-0.427656	0.0230231
-1.98675	-0.319202	0.0421458
-1.99013	-0.232333	0.0457495
-1.98704	-0.123666	0.0818269
-1.98244	-0.0214366	0.0913798
-1.98813	0.0744069	0.063531
-1.9887	0.183615	0.0603897
-1.98731	0.273043	0.0340889
-1.98468	0.366295	0.0307631
-1.9907	0.466554	0.0199317
-1.9958	0.584741	0.00387947
-1.99764	0.689502	0.00445662
-1.99173	0.795796	-0.00271958
-1.99157	0.88901	-0.00930368
-1.99239	0.993952	0.00281156
-1.99162	1.08752	0.0105223
-1.98957	1.17835	0.0228843
-1.99052	1.27373	0.0159625
-1.98992	1.38081	-0.00247918
-1.98998	1.48313	-0.00304616
-1.98983	1.59006	-0.00225101
-1.99323	1.69152	-0.000149003
-1.99293	1.7905	-0.00633392
-1.98609	1.90288	-0.00397492

-1.9027	-1.99512	-0.00909807
-1.9112	-1.91027	-0.00544883
-1.90833	-1.83532	-0.00831423
-1.91368	-1.74989	-0.0101206
-1.91319	-1.66019	-0.000390122
-1.92024	-1.57463	-0.00168916
-1.92078	-1.46953	-0.0059227
-1.92181	-1.37316	0.00600876
-1.91441	-1.26931	-0.00342281
-1.92757	-1.1582	-0.00331297
-1.9263	-1.04135	0.000794947
-1.91378	-0.97249	-0.0138124
-1.91476	-0.862737	-0.00295263
-1.91351	-0.770795	-0.00157858
-1.91409	-0.660388	0.0156415
-1.92358	-0.562225	0.0633234
-1.9252	-0.477863	0.0818373
-1.92951	-0.355858	0.0942039
-1.92815	-0.258387	0.13873
-1.92262	-0.158002	0.152942
-1.90963	-0.040926	0.200293
-1.91096	0.0491979	0.205648
-1.91419	0.145083	0.163392
-1.91672	0.261537	0.164407
-1.91963	0.340626	0.15575
-1.91276	0.426706	0.13956
-1.91769	0.535304	0.0953634
-1.91926	0.647313	0.0323286
-1.91739	0.762067	0.0231043
-1.9191	0.85115	0.0096919
-1.91865	0.951466	0.00209254
-1.9217	1.05896	-0.00248657
-1.91663	1.16324	0.00694405
-1.91503	1.26116	0.00381088
-1.91253	1.36232	-0.0010686
-1.91365	1.44968	-0.00440873
-1.91361	1.55073	-0.0081381
-1.90637	1.65808	0.00784135
-1.90794	1.75472	-0.00570824
-1.92218	1.8763	-0.00563075

-1.81876	-1.99215	-0.00383595
-1.85767	-1.92149	-0.00974726
-1.85456	-1.85193	9.25802e-05
-1.84947	-1.77093	-0.00167119
-1.85537	-1.67719	-0.00599102
-1.8573	-1.59798	-0.00591201
-1.86691	-1.46216	-0.00592817
-1.87236	-1.35978	-0.00217579
-1.85319	-1.26849	-0.00675687
-1.85232	-1.17476	0.00673116
-1.87527	-1.07194	0.0031571
-1.86156	-0.978136	0.00309698
-1.8604	-0.887489	0.0207734
-1.84688	-0.782087	0.075172
-1.84606	-0.671469	0.13639
-1.86465	-0.58155	0.146096
-1.86239	-0.480631	0.16881
-1.85174	-0.357387	0.168136
-1.85764	-0.259466	0.243314
-1.84133	-0.170526	0.332292
-1.83525	-0.0809879	0.337524
-1.83765	0.0250635	0.334168
-1.83205	0.134	0.344722
-1.84189	0.229452	0.323271
-1.85129	0.321624	0.272899
-1.84662	0.434641	0.279866
-1.85255	0.516918	0.215388
-1.8429	0.632213	0.179978
-1.8564	0.732493	0.099001
-1.85833	0.836704	0.0285356
-1.85278	0.92871	0.00414997
-1.85442	1.02754	-0.0120044
-1.84105	1.13004	-0.00635204
-1.83698	1.24318	0.00373802
-1.84256	1.33744	-0.0154852
-1.84489	1.42031	-0.00569565
-1.84074	1.51794	0.00583993
-1.84655	1.61857	0.0164537
-1.84917	1.73168	0.0132865
-1.86017	1.8782	0.00143562

-1.71669	-1.99232	-0.00617275
-1.7574	-1.92156	-0.0143117
-1.76972	-1.84045	-0.00642275
-1.76795	-1.76497	0.00692856
-1.77832	-1.68734	0.00299325
-1.76391	-1.59395	0.0116573
-1.75799	-1.48911	0.0111828
-1.76496	-1.40335	0.00976968
-1.76668	-1.3066	-0.00354224
-1.77254	-1.19939	0.00393489
-1.78541	-1.09939	0.029887
-1.78736	-1.00077	0.032492
-1.78007	-0.891874	0.108726
-1.76943	-0.795146	0.191499
-1.76674	-0.694027	0.268562
-1.77209	-0.599776	0.28637
-1.76944	-0.494592	0.324209
