0.0112548	-7.10637
0.0282779	-7.14048
0.0323146	-7.14859
0.0357857	-7.15555
0.0416161	-7.16726
0.050762	-7.18562
0.0540855	-7.19229
0.0543489	-7.19281
0.0570914	-7.19831
0.0584319	-7.201
0.0600477	-7.20424
0.0698012	-7.22377
0.0907344	-7.26549
0.138663	-7.35936
0.145793	-7.37305
0.161775	-7.4034
0.166506	-7.4123
0.174566	-7.42734
0.189108	-7.45414
0.205084	-7.483
0.238632	-7.54145
0.284525	-7.616
0.294762	-7.63169
0.328927	-7.68134
0.329634	-7.68233
0.347164	-7.70608
0.354209	-7.71529
0.356664	-7.71845
0.363274	-7.72685
0.382648	-7.75047
0.392803	-7.76224
0.39717	-7.76717
0.408643	-7.77975
0.433947	-7.80554
0.439153	-7.81051
0.447295	-7.81804
0.471826	-7.83903
0.484997	-7.84922
0.491625	-7.85406
0.501679	-7.86104
0.504663	-7.86303
0.515083	-7.86967
0.519388	-7.87227
0.525293	-7.87571
0.530733	-7.87874
0.534223	-7.88062
0.534394	-7.88071
0.540576	-7.88391
0.560222	-7.89296
0.580523	-7.90057
0.587232	-7.90269
0.588605	-7.90311
0.626739	-7.91137
0.635606	-7.91242
0.682348	-7.91271
0.699064	-7.91073
0.700902	-7.91044
0.70557	-7.90966
0.723288	-7.90596
0.72545	-7.90542
0.732357	-7.90361
0.736379	-7.90247
0.74161	-7.9009
0.742604	-7.90059
0.745298	-7.89974
0.767534	-7.89169
0.769947	-7.89072
0.782321	-7.88539
0.782579	-7.88528
0.81265	-7.87018
0.841846	-7.85277
0.84411	-7.85131
0.876436	-7.82881
0.885283	-7.82214
0.911486	-7.80111
0.928584	-7.78643
0.934805	-7.7809
0.937402	-7.77856
0.939195	-7.77694
0.943199	-7.77329
0.950427	-7.7666
0.964041	-7.75367
0.966814	-7.75098
0.974906	-7.74305
0.988374	-7.72951
0.995593	-7.72209
0.996401	-7.72125
1.00686	-7.71029
1.00857	-7.70848
1.01454	-7.70209
1.0148	-7.70181
1.02233	-7.69366
1.03171	-7.68335
1.0339	-7.68092
1.04174	-7.67213
1.05576	-7.65613
1.07848	-7.62946
1.09233	-7.61276
1.09525	-7.60921
1.09733	-7.60666
1.09778	-7.60611
1.11276	-7.58756
1.12648	-7.57026
1.12964	-7.56623
1.13281	-7.56218
1.14459	-7.54699
1.14668	-7.54427
1.19111	-7.48509
1.19989	-7.47308
1.21143	-7.45716
1.21259	-7.45556
1.22086	-7.44403
1.22326	-7.44068
1.25468	-7.39608
1.25475	-7.39598
1.26075	-7.38734
1.2608	-7.38727
1.26222	-7.38522
1.26669	-7.37874
1.29976	-7.33024
1.31702	-7.30448
1.33388	-7.27906
1.34902	-7.256
1.36075	-7.23802
1.36171	-7.23654
1.36956	-7.22442
1.38238	-7.20452
1.39001	-7.19263
1.39058	-7.19173
1.40338	-7.17166
1.42119	-7.14353
1.43942	-7.11449
1.43982	-7.11384
1.4766	-7.05458
1.48342	-7.04349
1.5123	-6.99627
1.5239	-6.97718
1.52876	-6.96916
1.54711	-6.93878
1.54724	-6.93856
1.55336	-6.92838
1.57139	-6.89833
1.57272	-6.89611
1.57275	-6.89606
1.57807	-6.88717
1.59324	-6.86175
1.60162	-6.84769
1.60824	-6.83654
1.62757	-6.80398
1.63131	-6.79765
1.63968	-6.78352
1.64102	-6.78125
1.65974	-6.74957
1.66094	-6.74753
1.66955	-6.73295
1.67165	-6.72938
1.68837	-6.70101
1.69607	-6.68794
1.6965	-6.68722
1.6982	-6.68432
1.72722	-6.63506
1.73065	-6.62924
1.73301	-6.62524
1.75413	-6.58941
1.76211	-6.57589
1.76239	-6.57542
1.77133	-6.56028
1.78208	-6.54211
1.78987	-6.52895
1.80136	-6.50957
1.80372	-6.50559
1.80421	-6.50477
1.81161	-6.49232
1.82556	-6.4689
1.83765	-6.44866
1.83801	-6.44806
1.84025	-6.44431
1.84066	-6.44363
1.84577	-6.43509
1.84622	-6.43434
1.86265	-6.40701
1.87533	-6.386
1.87616	-6.38462
1.88201	-6.37497
1.89064	-6.36076
1.89751	-6.34947
1.90709	-6.33378
1.90984	-6.3293
1.91028	-6.32858
1.91112	-6.32721
1.9163	-6.31876
1.92486	-6.30486
1.93493	-6.28856
1.95898	-6.24995
