0.0112548	-5.26101
0.0282779	-5.25096
0.0323146	-5.24858
0.0357857	-5.24652
0.0416161	-5.24308
0.050762	-5.23767
0.0540855	-5.2357
0.0543489	-5.23555
0.0570914	-5.23392
0.0584319	-5.23313
0.0600477	-5.23217
0.0698012	-5.22639
0.0907344	-5.21394
0.138663	-5.18521
0.145793	-5.1809
0.161775	-5.1712
0.166506	-5.16832
0.174566	-5.1634
0.189108	-5.15448
0.20023	-5.14762
0.238632	-5.12367
0.284525	-5.09441
0.294762	-5.08779
0.328927	-5.06538
0.329634	-5.06491
0.347164	-5.05323
0.354209	-5.04849
0.356664	-5.04684
0.363274	-5.04238
0.382648	-5.02918
0.392803	-5.0222
0.408643	-5.01122
0.433947	-4.99344
0.439153	-4.98974
0.447295	-4.98394
0.471826	-4.96628
0.484997	-4.95668
0.491625	-4.95182
0.501679	-4.94441
0.504663	-4.9422
0.515083	-4.93445
0.519388	-4.93124
0.525293	-4.92681
0.534223	-4.92009
0.534394	-4.91997
0.540576	-4.91529
0.560222	-4.90033
0.580523	-4.88468
0.587232	-4.87947
0.588605	-4.8784
0.626739	-4.8484
0.630958	-4.84504
0.635606	-4.84134
0.641713	-4.83645
0.682348	-4.80358
0.697553	-4.79112
0.699064	-4.78988
0.700902	-4.78837
0.70557	-4.78452
0.723288	-4.76985
0.72545	-4.76805
0.732357	-4.7623
0.74161	-4.75456
0.742604	-4.75373
0.745298	-4.75147
0.767534	-4.73275
0.769947	-4.73071
0.782321	-4.72023
0.782579	-4.72001
0.81265	-4.69434
0.841846	-4.66921
0.84411	-4.66725
0.860558	-4.653
0.876436	-4.6392
0.911486	-4.60857
0.928584	-4.59357
0.934805	-4.5881
0.937402	-4.58582
0.939195	-4.58424
0.943199	-4.58072
0.950427	-4.57435
0.964041	-4.56235
0.966814	-4.55991
0.974906	-4.55276
0.988374	-4.54087
0.995593	-4.53449
0.996401	-4.53378
1.00686	-4.52453
1.00857	-4.52302
1.01454	-4.51773
1.0148	-4.5175
1.02233	-4.51084
1.03171	-4.50254
1.0339	-4.50061
1.04174	-4.49367
1.05576	-4.48127
1.07848	-4.46118
1.09233	-4.44895
1.09525	-4.44638
1.09733	-4.44454
1.09778	-4.44415
1.11276	-4.43094
1.12648	-4.41885
1.12964	-4.41607
1.13281	-4.41329
1.14459	-4.40293
1.14668	-4.4011
1.19111	-4.36223
1.19989	-4.35459
1.21143	-4.34456
1.21259	-4.34356
1.22086	-4.33638
1.22326	-4.33431
1.25468	-4.3072
1.25475	-4.30715
1.26075	-4.30199
1.2608	-4.30195
1.26222	-4.30074
1.26669	-4.2969
1.29976	-4.26871
1.31702	-4.2541
1.33388	-4.23992
1.34902	-4.22724
1.36075	-4.21747
1.36171	-4.21668
1.36956	-4.21016
1.38238	-4.19956
1.39001	-4.19328
1.39058	-4.19281
1.40338	-4.18232
1.42119	-4.16781
1.43942	-4.15306
1.43982	-4.15274
1.4766	-4.12336
1.48342	-4.11797
1.5123	-4.09533
1.5239	-4.08633
1.52876	-4.08257
1.54711	-4.06847
1.54724	-4.06837
1.55336	-4.0637
1.57139	-4.05003
1.57272	-4.04902
1.57275	-4.049
1.57807	-4.045
1.59324	-4.03364
1.60162	-4.02741
1.60824	-4.0225
1.62757	-4.0083
1.63131	-4.00557
1.63968	-3.99949
1.64102	-3.99851
1.65974	-3.98502
1.66094	-3.98416
1.66955	-3.97802
1.67165	-3.97652
1.68837	-3.96469
1.69607	-3.95929
1.6965	-3.95899
1.6982	-3.95779
1.72722	-3.93769
1.73065	-3.93535
1.73301	-3.93373
1.75413	-3.9194
1.76211	-3.91404
1.76239	-3.91385
1.77133	-3.90788
1.78208	-3.90076
1.78987	-3.89562
1.80136	-3.8881
1.80372	-3.88657
1.80421	-3.88625
1.81161	-3.88145
1.82556	-3.87248
1.83765	-3.86477
1.84025	-3.86312
1.84066	-3.86286
1.84577	-3.85963
1.84622	-3.85935
1.86265	-3.84906
1.87533	-3.8412
1.87616	-3.84069
1.88201	-3.83709
1.89064	-3.83182
1.89751	-3.82764
1.90709	-3.82186
1.90984	-3.82021
1.91028	-3.81994
1.91112	-3.81944
1.9163	-3.81634
1.92214	-3.81286
1.92486	-3.81125
1.93493	-3.8053
1.95898	-3.79129
1.98021	-3.77916
1.99003	-3.77361
1.99724	-3.76957
2.00352	-3.76607
2.00947	-3.76278
2.02213	-3.75582
2.02977	-3.75165
2.03548	-3.74856
2.04329	-3.74436
2.04655	-3.74261
2.05714	-3.73696
9.99994	-3.73137
9.9797	-3.73041
9.97799	-3.73033
9.953	-3.72914
9.95165	-3.72908
2.07257	-3.72884
9.94196	-3.72862
9.92228	-3.72768
2.07844	-3.72578
9.86644	-3.72499
9.86467	-3.72491
9.84845	-3.72413
9.84752	-3.72408
9.84363	-3.72389
9.83596	-3.72352
9.81109	-3.72231
9.79434	-3.7215
9.71466	-3.7176
9.70634	-3.71719
9.67694	-3.71573
9.67405	-3.71559
9.67277	-3.71552
9.65682	-3.71473
9.63505	-3.71365
9.61565	-3.71268
9.59716	-3.71176
9.58957	-3.71137
9.58637	-3.71121
2.10692	-3.71115
2.10863	-3.71028
2.10883	-3.71018
9.56468	-3.71012
9.52662	-3.7082
9.50252	-3.70698
9.50104	-3.7069
9.4982	-3.70676
2.11565	-3.70674
9.49327	-3.70651
9.48911	-3.7063
9.47001	-3.70532
9.46925	-3.70528
9.4664	-3.70514
9.46435	-3.70503
9.45502	-3.70456
9.44318	-3.70395
9.43222	-3.70339
9.43051	-3.7033
9.39129	-3.70128
9.37714	-3.70055
9.36349	-3.69984
9.35852	-3.69958
9.35004	-3.69914
9.34495	-3.69888
9.34181	-3.69871
9.3342	-3.69832
9.33273	-3.69824
9.32485	-3.69783
9.31895	-3.69752
9.31835	-3.69749
9.31518	-3.69732
9.3081	-3.69695
9.27866	-3.69541
9.26576	-3.69473
9.26068	-3.69446
9.25377	-3.6941
9.2522	-3.69402
9.2454	-3.69366
9.2397	-3.69336
9.23728	-3.69323
9.23692	-3.69321
9.23513	-3.69312
9.23381	-3.69305
9.23069	-3.69288
9.22572	-3.69262
9.21551	-3.69208
2.14524	-3.69206
9.20914	-3.69174
9.20128	-3.69132
9.19591	-3.69104
9.19026	-3.69074
9.1893	-3.69069
9.16523	-3.6894
9.16273	-3.68927
9.15221	-3.68871
9.13027	-3.68753
9.12391	-3.68719
9.10972	-3.68642
9.10227	-3.68602
2.15825	-3.68573
9.09643	-3.68571
9.08485	-3.68508
9.06804	-3.68417
9.04932	-3.68316
9.04782	-3.68307
9.04187	-3.68275
9.0417	-3.68274
9.03366	-3.6823
9.02208	-3.68167
9.01549	-3.68131
9.00772	-3.68089
8.99431	-3.68015
8.99086	-3.67996
8.9756	-3.67913
8.93372	-3.67682
8.92324	-3.67624
8.91529	-3.67579
8.90233	-3.67507
8.89956	-3.67492
8.89813	-3.67484
8.89553	-3.6747
8.89343	-3.67458
8.88949	-3.67436
8.88723	-3.67423
8.88433	-3.67407
8.87197	-3.67338
8.85014	-3.67216
8.84318	-3.67177
8.83037	-3.67105
8.82204	-3.67059
8.81232	-3.67004
2.19136	-3.66998
8.81062	-3.66994
2.19155	-3.66989
8.80683	-3.66973
8.80075	-3.66939
8.80009	-3.66935
8.79013	-3.66879
8.79009	-3.66878
8.78278	-3.66837
8.77614	-3.66799
8.77384	-3.66786
2.19788	-3.66694
8.74309	-3.66612
8.73979	-3.66593
8.73414	-3.66561
8.73271	-3.66553
8.73021	-3.66538
8.7054	-3.66396
8.6944	-3.66333
8.6909	-3.66313
8.68924	-3.66304
8.67469	-3.6622
8.67197	-3.66205
2.21009	-3.66129
8.65679	-3.66117
8.65535	-3.66109
8.65434	-3.66103
8.65181	-3.66088
8.65086	-3.66083
8.64579	-3.66053
8.61917	-3.65899
8.61265	-3.65862
2.21726	-3.65801
8.58866	-3.65722
2.21918	-3.65714
8.58676	-3.65711
2.21966	-3.65692
8.57555	-3.65645
8.53785	-3.65425
2.22602	-3.65403
8.52411	-3.65344
8.5092	-3.65256
8.50586	-3.65236
8.49272	-3.65158
8.48942	-3.65139
8.48	-3.65083
8.47684	-3.65064
2.23656	-3.64928
8.45273	-3.64921
8.45123	-3.64912
8.44281	-3.64862
8.4391	-3.6484
2.24415	-3.64589
8.38134	-3.64494
8.37986	-3.64485
8.36828	-3.64415
8.36104	-3.64372
2.25236	-3.64226
8.33243	-3.64199
8.33239	-3.64198
8.32609	-3.6416
8.32555	-3.64157
2.25491	-3.64114
8.31462	-3.64091
8.31038	-3.64065
8.30012	-3.64002
8.29939	-3.63998
8.29808	-3.6399
8.29201	-3.63953
8.28957	-3.63938
8.28546	-3.63913
2.26107	-3.63844
8.27391	-3.63842
8.26769	-3.63804
8.22426	-3.63538
8.21331	-3.6347
8.20146	-3.63397
8.19695	-3.63369
8.19677	-3.63368
8.18128	-3.63272
2.27552	-3.63217
8.15549	-3.63112
8.14909	-3.63072
8.14767	-3.63063
8.14351	-3.63037
8.14139	-3.63024
8.13904	-3.63009
8.12997	-3.62952
8.12947	-3.62949
8.09785	-3.62751
8.09743	-3.62748
8.09371	-3.62725
8.09355	-3.62724
